phenotype,Allelotype_pair,estimate_add1,se_add1,z_add1,p_add1,estimate_add2,se_add2,z_add2,p_add2,estimate_int,se_int,z_int,p_int,adj_p_add1,adj_p_add2,adj_p_int
HC430,C_304-DPA1_201,0.179342,0.036789,4.875,1.09E-06,-0.106864,0.030526,-3.501,0.000464,-0.029941,0.07666,-0.391,0.696111,1.31E-05,0.006495206,1
HC430,C_304-B_4501,0.185467,0.033233,5.581,2.39E-08,0.436308,0.102442,4.259,2.05E-05,-0.1051,0.355241,-0.296,0.7673,3.20E-07,0.000378609,1
HC430,C_304-DQB1_202,0.161788,0.035191,4.597,4.28E-06,-0.273283,0.065761,-4.156,3.24E-05,0.170875,0.154887,1.103,0.2699,4.98E-05,0.000569272,1
HC430,C_304-DQA1_501,0.193812,0.038128,5.083,3.71E-07,-0.071295,0.025341,-2.813,0.0049,-0.096144,0.07192,-1.337,0.1813,4.60E-06,0.061132032,1
HC430,DQA1_103-B_4403,-0.267194,0.048957,-5.458,4.82E-08,-0.255359,0.046677,-5.471,4.48E-08,0.008483,0.19693,0.043,0.9656,6.34E-07,1.64E-06,1
HC430,DQA1_103-DQB1_603,-0.033077,0.136171,-0.243,0.8081,-0.184959,0.208284,-0.888,0.3745,-0.04418,0.171157,-0.258,0.7963,1,1,1
HC430,DQA1_103-DRB1_1301,-0.111294,0.144247,-0.772,0.4404,0.03209,0.224417,0.143,0.8863,-0.176076,0.189707,-0.928,0.3533,1,1,1
HC430,DQA1_103-DPA1_103,-0.313122,0.153798,-2.036,0.0418,0.116004,0.02682,4.325,1.52E-05,0.036216,0.088396,0.41,0.682,0.430528789,0.000291063,1
HC430,DQA1_103-DRB1_1302,-2.65E-01,4.82E-02,-5.497,3.87E-08,-2.81E-01,5.81E-02,-4.843,1.28E-06,4.14E-05,2.78E-01,0,0.9999,5.13E-07,3.29E-05,1
HC430,DQA1_103-DRB3_301,-0.259771,0.048068,-5.404,6.51E-08,-0.275855,0.058271,-4.734,2.20E-06,-0.107796,0.288062,-0.374,0.7082,8.50E-07,5.26E-05,1
HC430,DQA1_103-DQA1_101,-0.267171,0.052402,-5.098,3.42E-07,0.101773,0.027014,3.767,0.000165,0.181525,0.123333,1.472,0.141067,4.25E-06,0.002470782,1
HC430,DQA1_103-DPB1_1101,-0.277065,0.048339,-5.732,9.94E-09,-0.358217,0.072484,-4.942,7.73E-07,0.475196,0.247213,1.922,0.0546,1.36E-07,2.10E-05,1
HC430,DQA1_103-B_702,-0.326961,0.053868,-6.07,1.28E-09,-0.15648,0.029391,-5.324,1.01E-07,0.255702,0.102758,2.488,0.0128,1.84E-08,3.42E-06,1
HC430,DQA1_103-DRB1_405,-0.246712,0.047482,-5.196,2.04E-07,0.504525,0.114874,4.392,1.12E-05,-0.66363,0.722544,-0.918,0.3584,2.57E-06,0.000222511,1
HC430,DQA1_103-C_702,-0.333496,0.054657,-6.102,1.05E-09,-0.145632,0.028513,-5.108,3.26E-07,0.267951,0.097593,2.746,0.00604,1.51E-08,9.70E-06,0.656036735
HC430,DQA1_103-A_201,-0.13784,0.063265,-2.179,0.0293,0.10975,0.022197,4.944,7.64E-07,-0.190675,0.07532,-2.532,0.0114,0.302726078,2.08E-05,1
HC430,DQA1_103-DPA1_201,-0.264621,0.053249,-4.97,6.71E-07,-0.12355,0.029375,-4.206,2.60E-05,0.013954,0.104901,0.133,0.894,8.19E-06,0.000467801,1
HC430,DQA1_103-B_4501,-0.255691,0.047717,-5.359,8.39E-08,0.38128,0.101907,3.741,0.000183,0.227152,0.394152,0.576,0.564408,1.09E-06,0.002718933,1
HC430,DQA1_103-DQB1_202,-0.277955,0.049448,-5.621,1.90E-08,-0.26573,0.061689,-4.308,1.65E-05,0.062088,0.280029,0.222,0.82453,2.56E-07,0.000312704,1
HC430,DQA1_103-DQA1_501,-0.290526,0.053953,-5.385,7.25E-08,-0.11713,0.02439,-4.802,1.57E-06,0.03667,0.114254,0.321,0.7482,9.44E-07,3.92E-05,1
HC430,B_4403-DQB1_603,-0.254843,0.046622,-5.466,4.60E-08,-0.274239,0.051253,-5.351,8.76E-08,0.00631,0.204217,0.031,0.9753,6.06E-07,3.01E-06,1
HC430,B_4403-DRB1_1301,-0.253783,0.046575,-5.449,5.07E-08,-0.273904,0.051261,-5.343,9.12E-08,0.016183,0.204119,0.079,0.9368,6.66E-07,3.12E-06,1
HC430,B_4403-DPA1_103,-0.218517,0.119136,-1.834,0.066626,0.104342,0.027566,3.785,0.000154,0.001145,0.074743,0.015,0.987781,0.682350097,0.002319983,1
HC430,B_4403-DRB1_1302,-0.244694,0.046164,-5.301,1.15E-07,-0.275945,0.058629,-4.707,2.52E-06,-0.128634,0.244574,-0.526,0.5989,1.48E-06,5.94E-05,1
HC430,B_4403-DRB3_301,-0.244734,0.046163,-5.302,1.15E-07,-0.272785,0.0588,-4.639,3.50E-06,-0.126123,0.244368,-0.516,0.6058,1.48E-06,7.95E-05,1
HC430,B_4403-DQA1_101,-0.217239,0.050195,-4.328,1.51E-05,0.11569,0.027151,4.261,2.04E-05,-0.064917,0.109476,-0.593,0.5532,0.000171005,0.000377134,1
HC430,B_4403-DPB1_1101,-0.215641,0.051184,-4.213,2.52E-05,-0.305216,0.099318,-3.073,0.00212,0.154617,0.130662,1.183,0.23667,0.000281974,0.027379662,1
HC430,B_4403-B_702,-0.252197,0.04863,-5.186,2.15E-07,-0.141328,0.02897,-4.878,1.07E-06,-0.06874,0.135287,-0.508,0.611,2.71E-06,2.81E-05,1
HC430,B_4403-DRB1_405,-0.247739,0.04576,-5.414,6.17E-08,0.427453,0.121581,3.516,0.000438,0.49256,0.33997,1.449,0.147383,8.06E-07,0.006155033,1
HC430,B_4403-C_702,-0.25046,0.04891,-5.121,3.04E-07,-0.130014,0.028072,-4.631,3.63E-06,-0.084473,0.131876,-0.641,0.5218,3.79E-06,8.20E-05,1
HC430,B_4403-A_201,-0.193851,0.056082,-3.457,0.000547,0.086892,0.022106,3.931,8.47E-05,-0.074228,0.082637,-0.898,0.369055,0.005853514,0.001342059,1
HC430,B_4403-DPA1_201,-0.219349,0.056574,-3.877,0.000106,-0.101335,0.03044,-3.329,0.000871,-0.011789,0.080601,-0.146,0.883714,0.001158493,0.011745978,1
HC430,B_4403-B_4501,-0.233594,0.045437,-5.141,2.73E-07,0.424358,0.099519,4.264,2.01E-05,-0.661941,0.591267,-1.12,0.2629,3.41E-06,0.000372385,1
HC430,B_4403-DQB1_202,-0.015767,0.080616,-0.196,0.844941,-0.193693,0.06449,-3.003,0.002669,-0.370282,0.188657,-1.963,0.049678,1,0.034147959,1
HC430,B_4403-DQA1_501,-0.299115,0.05287,-5.658,1.54E-08,-0.118988,0.024569,-4.843,1.28E-06,0.139733,0.097033,1.44,0.1499,2.09E-07,3.29E-05,1
HC430,DQB1_603-DRB1_1301,-0.447868,0.268284,-1.669,0.095,0.289858,0.243966,1.188,0.2348,-0.097543,0.188309,-0.518,0.6045,0.969935106,1,1
HC430,DQB1_603-DPA1_103,-0.310479,0.162362,-1.912,0.0558,0.118457,0.026712,4.435,9.23E-06,0.027669,0.093103,0.297,0.7663,0.572572112,0.000187316,1
HC430,DQB1_603-DRB1_1302,-0.273124,0.050412,-5.418,6.03E-08,-0.285812,0.058104,-4.919,8.70E-07,0.101163,0.279235,0.362,0.717,7.88E-07,2.34E-05,1
HC430,DQB1_603-DRB3_301,-0.269781,0.050351,-5.358,8.42E-08,-0.279517,0.058266,-4.797,1.61E-06,-0.012937,0.288523,-0.045,0.964,1.09E-06,4.01E-05,1
HC430,DQB1_603-DQA1_101,-0.255646,0.054349,-4.704,2.55E-06,0.104219,0.02692,3.871,0.000108,0.06645,0.133252,0.499,0.618004,3.00E-05,0.001674161,1
HC430,DQB1_603-DPB1_1101,-0.281937,0.050494,-5.584,2.36E-08,-0.350619,0.07199,-4.87,1.11E-06,0.402499,0.269434,1.494,0.1352,3.16E-07,2.90E-05,1
HC430,DQB1_603-B_702,-0.331987,0.056498,-5.876,4.20E-09,-0.146703,0.029307,-5.006,5.56E-07,0.252071,0.105919,2.38,0.0173,5.85E-08,1.57E-05,1
HC430,DQB1_603-DRB1_405,-0.25481,0.049683,-5.129,2.92E-07,0.486319,0.115564,4.208,2.57E-05,-0.567052,0.723244,-0.784,0.433,3.64E-06,0.000463071,1
HC430,DQB1_603-C_702,-0.341202,0.057415,-5.943,2.80E-09,-0.136173,0.02843,-4.79,1.67E-06,0.26436,0.100718,2.625,0.00867,3.94E-08,4.14E-05,0.837962778
HC430,DQB1_603-A_201,-0.156729,0.066791,-2.347,0.0189,0.106668,0.022141,4.818,1.45E-06,-0.166335,0.07795,-2.134,0.0329,0.19601315,3.67E-05,1
HC430,DQB1_603-DPA1_201,-0.274456,0.055879,-4.912,9.03E-07,-0.125902,0.029318,-4.294,1.75E-05,0.025227,0.10864,0.232,0.8164,1.09E-05,0.000329212,1
HC430,DQB1_603-B_4501,-0.264416,0.049952,-5.293,1.20E-07,0.382264,0.101408,3.77,0.000164,0.316572,0.39383,0.804,0.421496,1.54E-06,0.002457774,1
HC430,DQB1_603-DQB1_202,-0.28606,0.051741,-5.529,3.23E-08,-0.266789,0.061573,-4.333,1.47E-05,0.077783,0.290211,0.268,0.788681,4.30E-07,0.000282549,1
HC430,DQB1_603-DQA1_501,-0.29583,0.056517,-5.234,1.66E-07,-0.11571,0.024323,-4.757,1.96E-06,0.029645,0.11854,0.25,0.8025,2.10E-06,4.77E-05,1
HC430,DRB1_1301-DPA1_103,-0.293946,0.161262,-1.823,0.0683,0.11854,0.026722,4.436,9.16E-06,0.019831,0.092644,0.214,0.8305,0.699303055,0.000186097,1
HC430,DRB1_1301-DRB1_1302,-0.2723406,0.0503556,-5.408,6.36E-08,-0.2867297,0.058102,-4.935,8.02E-07,0.049103,0.2891594,0.17,0.8652,8.30E-07,2.17E-05,1
HC430,DRB1_1301-DRB3_301,-0.268476,0.05035,-5.332,9.70E-08,-0.281296,0.058354,-4.821,1.43E-06,-0.023336,0.288312,-0.081,0.9355,1.25E-06,3.62E-05,1
HC430,DRB1_1301-DQA1_101,-0.251083,0.05428,-4.626,3.73E-06,0.108247,0.026912,4.022,5.76E-05,0.047873,0.133866,0.358,0.7206,4.36E-05,0.000949084,1
HC430,DRB1_1301-DPB1_1101,-0.280493,0.050496,-5.555,2.78E-08,-0.352851,0.072164,-4.89,1.01E-06,0.38637,0.269324,1.435,0.1514,3.71E-07,2.67E-05,1
HC430,DRB1_1301-B_702,-0.344229,0.056782,-6.062,1.34E-09,-0.154422,0.029304,-5.27,1.37E-07,0.29261,0.104978,2.787,0.00531,1.92E-08,4.46E-06,0.601166273
HC430,DRB1_1301-DRB1_405,-0.253909,0.049685,-5.11,3.22E-07,0.499531,0.114859,4.349,1.37E-05,-0.540513,0.723161,-0.747,0.455,4.01E-06,0.000265555,1
HC430,DRB1_1301-C_702,-0.351061,0.05761,-6.094,1.10E-09,-0.144272,0.028436,-5.074,3.90E-07,0.301238,0.099839,3.017,0.00255,1.58E-08,1.14E-05,0.341342196
HC430,DRB1_1301-A_201,-0.1789835,0.0675758,-2.649,0.00808,0.1050846,0.0221504,4.744,2.09E-06,-0.1256953,0.0771435,-1.629,0.10323,0.084492632,5.04E-05,1
HC430,DRB1_1301-DPA1_201,-0.274045,0.055961,-4.897,9.73E-07,-0.125022,0.029324,-4.263,2.01E-05,0.02845,0.10824,0.263,0.7927,1.18E-05,0.000372385,1
HC430,DRB1_1301-B_4501,-0.263432,0.049954,-5.273,1.34E-07,0.384987,0.101406,3.796,0.000147,0.303946,0.393841,0.772,0.440263,1.71E-06,0.002223477,1
HC430,DRB1_1301-DQB1_202,-0.284849,0.051743,-5.505,3.69E-08,-0.268279,0.061675,-4.35,1.36E-05,0.142091,0.280585,0.506,0.612568,4.89E-07,0.000263707,1
HC430,DRB1_1301-DQA1_501,-0.290755,0.056314,-5.163,2.43E-07,-0.115113,0.024326,-4.732,2.22E-06,0.007528,0.120354,0.063,0.9501,3.05E-06,5.30E-05,1
HC430,DPA1_103-DRB1_1302,0.113739,0.02651,4.29,1.78E-05,-0.35432,0.17692,-2.003,0.0452,0.058395,0.103162,0.566,0.5714,0.000200752,0.52225659,1
HC430,DPA1_103-DRB3_301,0.113847,0.026511,4.294,1.75E-05,-0.360575,0.177494,-2.031,0.0422,0.064437,0.103457,0.623,0.5334,0.000197428,0.488750049,1
HC430,DPA1_103-DQA1_101,0.129219,0.029745,4.344,1.40E-05,0.178573,0.090931,1.964,0.0495,-0.036576,0.051502,-0.71,0.4776,0.000158804,0.569829811,1
HC430,DPA1_103-DPB1_1101,0.09561,0.027322,3.499,0.000466,-0.094541,0.15373,-0.615,0.53857,-0.176153,0.167685,-1.051,0.293487,0.004997198,1,1
HC430,DPA1_103-B_702,0.147481,0.02897,5.091,3.57E-07,0.004085,0.100127,0.041,0.9675,-0.082958,0.056363,-1.472,0.1411,4.43E-06,1,1
HC430,DPA1_103-DRB1_405,0.123963,0.025911,4.784,1.72E-06,0.408548,0.345842,1.181,0.2375,0.06321,0.201986,0.313,0.7543,2.05E-05,1,1
HC430,DPA1_103-C_702,0.149327,0.02926,5.103,3.34E-07,-0.009389,0.09771,-0.096,0.9234,-0.068039,0.054896,-1.239,0.2152,4.15E-06,1,1
HC430,DPA1_103-A_201,0.11646,0.034341,3.391,0.000696,0.072986,0.072478,1.007,0.313931,0.00813,0.041183,0.197,0.843511,0.007431694,1,1
HC430,DPA1_103-DPA1_201,0.116228,0.052863,2.199,0.0279,0.050926,0.072805,0.699,0.4842,-0.08302,0.055118,-1.506,0.132,0.288420553,1,1
HC430,DPA1_103-B_4501,0.126644,0.025929,4.884,1.04E-06,0.814095,0.302161,2.694,0.00705,-0.250316,0.177519,-1.41,0.15852,1.25E-05,0.086674695,1
HC430,DPA1_103-DQB1_202,0.102434,0.029547,3.467,0.000527,-0.110619,0.179372,-0.617,0.537434,-0.077852,0.106395,-0.732,0.464337,0.005641104,1,1
HC430,DPA1_103-DQA1_501,0.180651,0.033521,5.389,7.08E-08,0.128228,0.07188,1.784,0.0744,-0.133963,0.042194,-3.175,0.0015,9.22E-07,0.845294456,0.232682891
HC430,DRB1_1302-DRB3_301,0.068828,0.338687,0.203,0.839,-0.10162,0.350412,-0.29,0.7718,-0.231272,0.2749,-0.841,0.4002,1,1,1
HC430,DRB1_1302-DQA1_101,-0.25827,0.062292,-4.146,3.38E-05,0.112427,0.026746,4.204,2.63E-05,0.038464,0.152065,0.253,0.8,0.000376328,0.000472518,1
HC430,DRB1_1302-DPB1_1101,-0.272808,0.057434,-4.75,2.04E-06,-0.321181,0.070673,-4.545,5.50E-06,-0.111345,0.388779,-0.286,0.7746,2.42E-05,0.000118265,1
HC430,DRB1_1302-B_702,-0.295201,0.063354,-4.66,3.17E-06,-0.138015,0.028908,-4.774,1.80E-06,0.074416,0.131572,0.566,0.5717,3.72E-05,4.41E-05,1
HC430,DRB1_1302-DRB1_405,-0.270238,0.057154,-4.728,2.26E-06,0.46569,0.116245,4.006,6.17E-05,0.449664,0.52571,0.855,0.3924,2.67E-05,0.001009972,1
HC430,DRB1_1302-C_702,-0.290462,0.063672,-4.562,5.07E-06,-0.126053,0.027989,-4.504,6.68E-06,0.059476,0.129319,0.46,0.6456,5.88E-05,0.000140149,1
HC430,DRB1_1302-A_201,-0.296713,0.079031,-3.754,0.000174,0.090296,0.021947,4.114,3.88E-05,0.047221,0.086664,0.545,0.585838,0.001889542,0.000667825,1
HC430,DRB1_1302-DPA1_201,-0.208435,0.06481,-3.216,0.0013,-0.103661,0.029126,-3.559,0.000372,-0.196194,0.119127,-1.647,0.099571,0.013819286,0.005279752,1
HC430,DRB1_1302-B_4501,-0.258355,0.056907,-4.54,5.63E-06,0.430109,0.098574,4.363,1.28E-05,-1.366416,1.00638,-1.358,0.1745,6.52E-05,0.000250269,1
HC430,DRB1_1302-DQB1_202,-0.311222,0.059702,-5.213,1.86E-07,-0.254297,0.060925,-4.174,2.99E-05,-0.219068,0.38904,-0.563,0.573367,2.35E-06,0.000530325,1
HC430,DRB1_1302-DQA1_501,-0.284041,0.063852,-4.448,8.65E-06,-0.10805,0.024152,-4.474,7.69E-06,-0.029326,0.140458,-0.209,0.8346,9.92E-05,0.000158935,1
HC430,DRB3_301-DQA1_101,-0.255443,0.062483,-4.088,4.35E-05,0.112298,0.026745,4.199,2.68E-05,0.040731,0.152043,0.268,0.7888,0.000481796,0.000480425,1
HC430,DRB3_301-DPB1_1101,-0.270348,0.05759,-4.694,2.67E-06,-0.32235,0.070679,-4.561,5.10E-06,-0.079833,0.389063,-0.205,0.8374,3.14E-05,0.000110766,1
HC430,DRB3_301-B_702,-0.29009,0.06346,-4.571,4.85E-06,-0.138093,0.028908,-4.777,1.78E-06,0.06633,0.132501,0.501,0.6167,5.63E-05,4.37E-05,1
HC430,DRB3_301-DRB1_405,-0.266999,0.057308,-4.659,3.18E-06,0.465188,0.116246,4.002,6.29E-05,0.470587,0.525986,0.895,0.371,3.73E-05,0.001026175,1
HC430,DRB3_301-C_702,-0.285813,0.06378,-4.481,7.42E-06,-0.126232,0.027988,-4.51,6.48E-06,0.053569,0.130193,0.411,0.6807,8.53E-05,0.000136514,1
HC430,DRB3_301-A_201,-0.295236,0.079233,-3.726,0.000194,0.089499,0.021949,4.078,4.55E-05,0.051178,0.086759,0.59,0.555264,0.002102461,0.000769814,1
HC430,DRB3_301-DPA1_201,-0.202012,0.06493,-3.111,0.001863,-0.103667,0.029127,-3.559,0.000372,-0.206822,0.119739,-1.727,0.084118,0.019740571,0.005279752,1
HC430,DRB3_301-B_4501,-0.256973,0.057141,-4.497,6.89E-06,0.42821,0.099018,4.325,1.53E-05,-0.801092,0.717538,-1.116,0.2642,7.93E-05,0.000292828,1
HC430,DRB3_301-DQB1_202,-0.305016,0.059779,-5.102,3.35E-07,-0.254144,0.060927,-4.171,3.03E-05,-0.216591,0.38907,-0.557,0.57774,4.17E-06,0.000536911,1
HC430,DRB3_301-DQA1_501,-0.275438,0.063818,-4.316,1.59E-05,-0.108194,0.024152,-4.48,7.47E-06,-0.057414,0.141979,-0.404,0.6859,0.000179865,0.000154929,1
HC430,DQA1_101-DPB1_1101,0.116877,0.02665,4.386,1.16E-05,-0.314832,0.077783,-4.048,5.18E-05,0.043091,0.159257,0.271,0.7867,0.000132141,0.000863141,1
HC430,DQA1_101-B_702,0.133978,0.029554,4.533,5.80E-06,-0.107311,0.032419,-3.31,0.000932,-0.063234,0.058001,-1.09,0.275613,6.71E-05,0.012530984,1
HC430,DQA1_101-DRB1_405,0.127447,0.026389,4.83,1.37E-06,0.538322,0.122861,4.382,1.18E-05,-0.186461,0.318808,-0.585,0.5586,1.64E-05,0.000233111,1
HC430,DQA1_101-C_702,0.122856,0.030053,4.088,4.35E-05,-0.110937,0.031655,-3.505,0.000457,-0.019203,0.054845,-0.35,0.726235,0.000481796,0.006405202,1
HC430,DQA1_101-A_201,0.096177,0.035627,2.7,0.00694,0.077675,0.024851,3.126,0.00177,0.050678,0.041375,1.225,0.22064,0.072652818,0.023050284,1
HC430,DQA1_101-DPA1_201,0.112789,0.029783,3.787,0.000152,-0.126156,0.032843,-3.841,0.000122,0.02648,0.056354,0.47,0.638432,0.001654634,0.001871293,1
HC430,DQA1_101-B_4501,0.128155,0.026416,4.851,1.23E-06,0.459433,0.106937,4.296,1.74E-05,-0.188562,0.252826,-0.746,0.4558,1.48E-05,0.00032744,1
HC430,DQA1_101-DQB1_202,0.09246,0.027646,3.344,0.000825,-0.248996,0.06661,-3.738,0.000185,0.092901,0.155367,0.598,0.549875,0.008794905,0.002745379,1
HC430,DQA1_101-DQA1_501,0.091249,0.030219,3.02,0.00253,-0.086011,0.026377,-3.261,0.00111,0.05018,0.06279,0.799,0.42419,0.026724975,0.014773902,1
HC430,DPB1_1101-B_702,-0.316739,0.076966,-4.115,3.87E-05,-0.132307,0.028659,-4.617,3.90E-06,-0.057441,0.165451,-0.347,0.7285,0.000429479,8.72E-05,1
HC430,DPB1_1101-DRB1_405,-0.304165,0.069508,-4.376,1.21E-05,0.512163,0.113429,4.515,6.32E-06,-9.649175,51.805796,-0.186,0.8522,0.000137739,0.000133569,1
HC430,DPB1_1101-C_702,-0.306482,0.077156,-3.972,7.12E-05,-0.120112,0.027751,-4.328,1.50E-05,-0.085809,0.162283,-0.529,0.597,0.000782728,0.000287724,1
HC430,DPB1_1101-A_201,-0.357214,0.091888,-3.887,0.000101,0.084839,0.021644,3.92,8.87E-05,0.087265,0.11499,0.759,0.447918,0.001105138,0.001400498,1
HC430,DPB1_1101-DPA1_201,-0.558946,0.217507,-2.57,0.01018,-0.085721,0.030647,-2.797,0.00516,0.271414,0.175037,1.551,0.12099,0.106195267,0.064233064,1
HC430,DPB1_1101-B_4501,-0.322001,0.070125,-4.592,4.39E-06,0.394403,0.09991,3.948,7.89E-05,0.330183,0.510012,0.647,0.5174,5.11E-05,0.001258503,1
HC430,DPB1_1101-DQB1_202,-0.123917,0.128176,-0.967,0.333661,-0.230973,0.06262,-3.689,0.000226,-0.09283,0.245531,-0.378,0.705371,1,0.003307489,1
HC430,DPB1_1101-DQA1_501,-0.37643,0.081618,-4.612,3.99E-06,-0.108999,0.024075,-4.527,5.97E-06,0.184196,0.143146,1.287,0.1982,4.65E-05,0.000127057,1
HC430,B_702-DRB1_405,-0.121431,0.028318,-4.288,1.80E-05,0.521176,0.120226,4.335,1.46E-05,-0.322177,0.353913,-0.91,0.3627,0.000202946,0.000280771,1
HC430,B_702-C_702,-0.080593,0.096392,-0.836,0.4031,0.021757,0.078042,0.279,0.7804,-0.057983,0.058423,-0.992,0.321,1,1,1
HC430,B_702-A_201,-0.150689,0.038301,-3.934,8.34E-05,0.077603,0.024339,3.188,0.00143,0.037291,0.044486,0.838,0.40188,0.00091452,0.018810123,1
HC430,B_702-DPA1_201,-0.148304,0.031503,-4.708,2.51E-06,-0.137332,0.03163,-4.342,1.41E-05,0.046852,0.064635,0.725,0.469,2.96E-05,0.000272368,1
HC430,B_702-B_4501,-0.124047,0.028341,-4.377,1.20E-05,0.393316,0.104646,3.759,0.000171,-0.092304,0.311332,-0.296,0.766863,0.000136628,0.002553818,1
HC430,B_702-DQB1_202,-0.166844,0.030089,-5.545,2.94E-08,-0.271796,0.0664,-4.093,4.25E-05,0.011067,0.149433,0.074,0.941,3.92E-07,0.000723965,1
HC430,B_702-DQA1_501,-0.155554,0.033121,-4.697,2.65E-06,-0.118372,0.026259,-4.508,6.55E-06,0.00407,0.058854,0.069,0.9449,3.12E-05,0.000137834,1
HC430,DRB1_405-C_702,0.522334,0.121084,4.314,1.60E-05,-0.110628,0.027441,-4.031,5.54E-05,-0.306795,0.338974,-0.905,0.3654,0.000180942,0.000916195,1
HC430,DRB1_405-A_201,0.5271142,0.1482019,3.557,0.000375,0.0912646,0.0214363,4.257,2.07E-05,-0.0475473,0.1852945,-0.257,0.797485,0.004030201,0.000381863,1
HC430,DRB1_405-DPA1_201,0.504373,0.135318,3.727,0.000194,-0.124084,0.028602,-4.338,1.44E-05,-0.003771,0.207129,-0.018,0.985476,0.002102461,0.000277495,1
HC430,DRB1_405-B_4501,0.515794,0.113463,4.546,5.47E-06,0.428875,0.098071,4.373,1.22E-05,-10.239313,70.300127,-0.146,0.8842,6.33E-05,0.000240042,1
HC430,DRB1_405-DQB1_202,0.450852,0.119451,3.774,0.00016,-0.250403,0.060552,-4.135,3.54E-05,0.639562,0.528669,1.21,0.226372,0.001739696,0.000614959,1
HC430,DRB1_405-DQA1_501,0.497082,0.128759,3.861,0.000113,-0.093115,0.023835,-3.907,9.36E-05,-0.132792,0.263741,-0.503,0.614616,0.001233917,0.001469806,1
HC430,C_702-A_201,-0.128481,0.036977,-3.475,0.000511,0.082743,0.02455,3.37,0.000751,0.024322,0.043187,0.563,0.573323,0.005471923,0.010229656,1
HC430,C_702-DPA1_201,-0.136744,0.030507,-4.482,7.38E-06,-0.142384,0.031985,-4.452,8.52E-06,0.045232,0.06263,0.722,0.4702,8.48E-05,0.000174515,1
HC430,C_702-B_4501,-0.112066,0.027456,-4.082,4.47E-05,0.410837,0.104674,3.925,8.68E-05,-0.138907,0.300455,-0.462,0.6439,0.000494794,0.001373395,1
HC430,C_702-DQB1_202,-0.153831,0.029137,-5.28,1.29E-07,-0.275814,0.066983,-4.118,3.83E-05,0.044964,0.142497,0.316,0.7523,1.65E-06,0.000660535,1
HC430,C_702-DQA1_501,-0.139974,0.032131,-4.356,1.32E-05,-0.112681,0.026472,-4.257,2.07E-05,-0.0026,0.056397,-0.046,0.9632,0.000149926,0.000381863,1
HC430,A_201-DPA1_201,0.081212,0.024076,3.373,0.000743,-0.129825,0.037579,-3.455,0.000551,0.025485,0.045789,0.557,0.577826,0.007929024,0.007619042,1
HC430,A_201-B_4501,0.092814,0.021443,4.328,1.50E-05,0.418796,0.123908,3.38,0.000725,0.01506,0.168481,0.089,0.928776,0.000169975,0.009889894,1
HC430,A_201-DQB1_202,0.085395,0.023024,3.709,0.000208,-0.270533,0.080964,-3.341,0.000834,0.037892,0.096087,0.394,0.693323,0.002251361,0.011282233,1
HC430,A_201-DQA1_501,0.09665,0.025929,3.728,0.000193,-0.075308,0.031029,-2.427,0.015223,-0.027089,0.039219,-0.691,0.489751,0.002092229,0.181782975,1
HC430,DPA1_201-B_4501,-0.122331,0.028566,-4.282,1.85E-05,0.373882,0.113272,3.301,0.000964,0.139154,0.197117,0.706,0.480221,0.000208437,0.012936453,1
HC430,DPA1_201-DQB1_202,-0.091828,0.032455,-2.829,0.004664,-0.267773,0.07109,-3.767,0.000165,0.075519,0.116407,0.649,0.516502,0.049027124,0.002470782,1
HC430,DPA1_201-DQA1_501,-0.191722,0.038079,-5.035,4.78E-07,-0.139147,0.028174,-4.939,7.86E-07,0.161894,0.045147,3.586,0.000336,5.88E-06,2.13E-05,0.072014467
HC430,B_4501-DQB1_202,0.452843,0.118081,3.835,0.000126,-0.265099,0.062193,-4.263,2.02E-05,-0.061991,0.256033,-0.242,0.808685,0.001374535,0.000374052,1
HC430,B_4501-DQA1_501,0.413748,0.114376,3.617,0.000298,-0.094136,0.02388,-3.942,8.08E-05,-0.064813,0.200053,-0.324,0.745954,0.003210963,0.001285159,1
HC430,DQB1_202-DQA1_501,-0.282678,0.068643,-4.118,3.82E-05,-0.140754,0.025091,-5.61,2.03E-08,-0.018683,0.145248,-0.129,0.8976,0.000424098,7.92E-07,1
1041,DQA1_301-DRB4_9901,0.104842,0.055994,1.872,0.0612,-0.099597,0.040363,-2.468,0.0136,0.023997,0.053869,0.445,0.656,0.627409079,0.162974023,1
1041,DQA1_301-DQB1_501,0.158665,0.034113,4.651,3.30E-06,-0.206033,0.052292,-3.94,8.15E-05,0.023293,0.104581,0.223,0.8237,3.87E-05,0.001295376,1
1041,DQA1_301-DRB4_103,0.16717,0.079153,2.112,0.0347,0.051161,0.054831,0.933,0.3508,-0.010342,0.053678,-0.193,0.8472,0.357958773,1,1
1041,DQA1_301-DRB3_9901,0.280102,0.111025,2.523,0.01164,0.108353,0.035172,3.081,0.00207,-0.078602,0.063377,-1.24,0.21489,0.121267934,0.026767775,1
1041,DQA1_301-DRB1_101,0.169592,0.033642,5.041,4.63E-07,-0.182226,0.059124,-3.082,0.00206,-0.004719,0.120026,-0.039,0.96864,5.70E-06,0.026647667,1
1041,DQA1_301-DQA1_101,0.164398,0.034694,4.739,2.15E-06,-0.137779,0.047567,-2.897,0.00377,0.021348,0.094412,0.226,0.82111,2.54E-05,0.047514555,1
1041,DQA1_301-DRB5_101,0.226862,0.035659,6.362,1.99E-10,0.204815,0.042622,4.805,1.54E-06,0.013785,0.083798,0.165,0.8693,2.98E-09,3.86E-05,1
